case_id,section,ground_truth,n_models_correct,n_models_total,frac_correct,frac_proprietary,frac_open_large,frac_on_device_base,frac_on_device_ft,GPT-5.1,GPT-5-mini,Gemini 3.1 Pro,DeepSeek-R1,gpt-oss-20b (H),gpt-oss-120b (H),Qwen3.5 9B,Qwen3.5 27B,Qwen3.5 35B,Qwen3.5 35B FT,Gemma 4 31B
19028.0,Abdominal imaging,Intrahepatic splenosis,9,11,0.818,1.0,0.0,0.833,1.0,1,1,1,0,0,1,1,1,1,1,1
18881.0,Paediatric radiology,Duodenum inversum,9,11,0.818,1.0,0.0,0.833,1.0,1,1,1,0,1,1,0,1,1,1,1
19089.0,Neuroradiology,Spinal epidural abscess,9,11,0.818,1.0,1.0,0.667,1.0,1,1,1,1,1,1,0,0,1,1,1
19041.0,Musculoskeletal system,Split hand/split foot malformation (SHFM),9,11,0.818,1.0,0.0,0.833,1.0,1,1,1,0,0,1,1,1,1,1,1
19100.0,Musculoskeletal system,Mycetoma foot,9,11,0.818,1.0,1.0,0.667,1.0,1,1,1,1,1,1,0,0,1,1,1
19092.0,Chest imaging,Primary ciliary dyskinesia,9,11,0.818,1.0,1.0,0.667,1.0,1,1,1,1,1,1,0,0,1,1,1
19091.0,Paediatric radiology,Neurocutaneous melanosis,9,11,0.818,1.0,1.0,0.667,1.0,1,1,1,1,1,1,0,0,1,1,1
19115.0,Musculoskeletal system,Hibernoma,9,11,0.818,1.0,1.0,0.667,1.0,1,1,1,1,1,0,1,1,1,1,0
18943.0,Neuroradiology,Herpes simplex encephalitis,9,11,0.818,1.0,1.0,0.833,0.0,1,1,1,1,1,1,1,1,0,0,1
18974.0,Abdominal imaging,Accessory liver lobe,9,11,0.818,1.0,0.0,0.833,1.0,1,1,1,0,1,1,1,1,1,1,0
19004.0,Others,Abdominopelvic actinomycosis,9,11,0.818,1.0,1.0,0.833,0.0,1,1,1,1,0,1,1,1,1,0,1
18863.0,Neuroradiology,White cord syndrome,9,11,0.818,1.0,1.0,0.667,1.0,1,1,1,1,1,1,0,1,1,1,0
18813.0,Cardiovascular,Primary cardiac lymphoma,9,11,0.818,1.0,1.0,0.667,1.0,1,1,1,1,0,0,1,1,1,1,1
18873.0,Musculoskeletal system,Achilles rupture with tennis leg,10,11,0.909,0.667,1.0,1.0,1.0,1,0,1,1,1,1,1,1,1,1,1
18821.0,Neuroradiology,Moyamoya disease with ICA hypoplasia,10,11,0.909,1.0,1.0,0.833,1.0,1,1,1,1,1,0,1,1,1,1,1
19125.0,Head & neck imaging,First branchial cleft cyst,10,11,0.909,1.0,1.0,0.833,1.0,1,1,1,1,1,1,1,1,1,1,0
19144.0,Musculoskeletal system,Intramuscular haemangioma,10,11,0.909,0.667,1.0,1.0,1.0,0,1,1,1,1,1,1,1,1,1,1
19033.0,Head & neck imaging,Cochlear hypoplasia type I (with aplasia of the cochlear nerve),10,11,0.909,1.0,1.0,0.833,1.0,1,1,1,1,1,1,1,1,1,1,0
18895.0,Neuroradiology,SMART syndrome,10,11,0.909,1.0,1.0,0.833,1.0,1,1,1,1,1,1,0,1,1,1,1
19157.0,Paediatric radiology,Haberland syndrome (Encephalocraniocutaneous lipomatosis),10,11,0.909,1.0,1.0,0.833,1.0,1,1,1,1,1,1,1,1,0,1,1
18977.0,Musculoskeletal system,Parosteal lipoma,10,11,0.909,1.0,1.0,0.833,1.0,1,1,1,1,1,1,1,1,1,1,0
18969.0,Musculoskeletal system,Enchondroma,10,11,0.909,1.0,1.0,0.833,1.0,1,1,1,1,1,1,1,0,1,1,1
18995.0,Abdominal imaging,Carcinoma arising from anal fistula,10,11,0.909,1.0,1.0,0.833,1.0,1,1,1,1,1,1,0,1,1,1,1
19001.0,Breast imaging,Burkitt lymphoma,10,11,0.909,1.0,1.0,0.833,1.0,1,1,1,1,0,1,1,1,1,1,1
18860.0,Others,Post-transplant ureteral stent placement,10,11,0.909,1.0,1.0,0.833,1.0,1,1,1,1,1,0,1,1,1,1,1
18954.0,Musculoskeletal system,Telangiectatic osteosarcoma,10,11,0.909,0.667,1.0,1.0,1.0,1,0,1,1,1,1,1,1,1,1,1
18940.0,Musculoskeletal system,Atraumatic compartment syndrome,10,11,0.909,1.0,1.0,1.0,0.0,1,1,1,1,1,1,1,1,1,0,1
19081.0,Neuroradiology,Uremic encephalopathy,10,11,0.909,1.0,1.0,0.833,1.0,1,1,1,1,1,1,1,0,1,1,1
18840.0,Head & neck imaging,Gardner’s syndrome,10,11,0.909,1.0,1.0,1.0,0.0,1,1,1,1,1,1,1,1,1,0,1
19152.0,Abdominal imaging,Emphysematous hepatitis,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19154.0,Musculoskeletal system,Progressive fibrodysplasia ossificans,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19155.0,Musculoskeletal system,Multiple hereditary exostoses,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19156.0,Musculoskeletal system,Sinding–Larsen–Johansson disease (SLJD),11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19159.0,Neuroradiology,Probable Creutzfeldt–Jakob disease,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19160.0,Neuroradiology,Lipoidal proteinosis,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18828.0,Abdominal imaging,Whipple’s disease,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18832.0,Abdominal imaging,Hepatic hydatid disease (type IIb),11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18833.0,Musculoskeletal system,Spondylocostal dysostosis (Jarcho–Levin syndrome),11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18834.0,Musculoskeletal system,Rhomboid fossa variant,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18942.0,Head & neck imaging,Simultaneous lacrimal and parotid gland lymphoma,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18947.0,Neuroradiology,Neurocysticercosis with disseminated cysticercosis,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18953.0,Abdominal imaging,Liver pyogenic abscess,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18955.0,Neuroradiology,Fahr’s disease,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18957.0,Musculoskeletal system,Polyostotic melorheostosis,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18959.0,Others,Isolated right tubal torsion with haematosalpinx,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18963.0,Neuroradiology,WHO grade 2 bilateral frontal oligodendroglioma,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18964.0,Abdominal imaging,Oesophageal leiomyoma,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18966.0,Musculoskeletal system,Osteochondromas of the ventral and dorsal scapula,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18926.0,Neuroradiology,Von Hippel–Lindau syndrome (VHL),11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18932.0,Musculoskeletal system,Bone marrow oedema syndrome,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18933.0,Paediatric radiology,Homocystinuria,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18934.0,Uroradiology & genital male imaging,Acute vasitis,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18939.0,Musculoskeletal system,Primary hyperparathyroidism with fibrous dysplasia of bone,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18972.0,Musculoskeletal system,Desmoid fibromatosis,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18973.0,Abdominal imaging,Lesser omental infarction,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18976.0,Paediatric radiology,Meconium periorchitis,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18981.0,Chest imaging,Epipericardial fat necrosis,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18983.0,Neuroradiology,Overshunting-associated myelopathy,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18985.0,Abdominal imaging,Benign metastasising leiomyoma,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18988.0,Musculoskeletal system,Mixed sclerosing bone dysplasia,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18989.0,Musculoskeletal system,Trochlear dysplasia (Dejour type B),11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18992.0,Others,Complete hydatidiform mole,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18996.0,Abdominal imaging,Right paravesical hernia,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18997.0,Abdominal imaging,Oesophageal mucocele post corrosive stricture surgery,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18998.0,Abdominal imaging,Peritoneal hydatidosis,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19000.0,Head & neck imaging,Sphenoid sinus mycetoma,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19003.0,Musculoskeletal system,Slipping rib syndrome,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19006.0,Neuroradiology,Moyamoya disease,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18916.0,Cardiovascular,Primary intravascular synovial sarcoma,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18917.0,Uroradiology & genital male imaging,Ketamine bladder,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18920.0,Neuroradiology,Autosomal recessive spastic ataxia of Charlevoix–Saguenay,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18921.0,Chest imaging,Pleural splenosis,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18923.0,Neuroradiology,Inflammatory cerebral amyloid angiopathy,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18924.0,Musculoskeletal system,Anastomotic pseudoaneurysm (PTFE brachiocephalic bypass graft),11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19008.0,Musculoskeletal system,Traumatic brachial plexopathy,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19012.0,Musculoskeletal system,Lipoma of the tibialis anterior tendon sheath,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19014.0,Neuroradiology,Wilson’s disease,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19018.0,Abdominal imaging,Breast cancer metastasis,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19019.0,Others,OHVIRA / Herlyn–Werner–Wunderlich syndrome,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19020.0,Abdominal imaging,Unicentric Castleman disease,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19025.0,Chest imaging,Spontaneous pneumothorax secondary to rheumatoid nodule,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19027.0,Abdominal imaging,Linitis plastica in diffuse stomach carcinoma,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19030.0,Neuroradiology,Acute Marchiafava–Bignami disease,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19031.0,Head & neck imaging,Retropharyngeal bronchogenic cyst,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19032.0,Head & neck imaging,Extraskeletal osteosarcoma,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18900.0,Neuroradiology,Creutzfeldt–Jakob disease,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18901.0,Musculoskeletal system,Hidradenitis suppurativa,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18902.0,Neuroradiology,Hepatic subcapsular cerebrospinal fluid pseudocyst,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18904.0,Musculoskeletal system,Morel-Lavallée lesion in a patient with previous myxoid liposarcoma,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18911.0,Abdominal imaging,Synchronous squamous cell carcinoma and neuroendocrine tumour,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18912.0,Abdominal imaging,Cecal volvulus,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18915.0,Neuroradiology,Critical illness-associate cerebral microbleeds,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19037.0,Uroradiology & genital male imaging,Xanthogranulomatous pyelonephritis,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19040.0,Paediatric radiology,Infantile cortical hyperostosis (Caffey disease),11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19047.0,Paediatric radiology,Haemangioma,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19048.0,Paediatric radiology,Medulloblastoma with extraneural metastases,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19052.0,Neuroradiology,Leukoencephalopathy with brainstem and spinal cord involvement and lactate elevation (LBSL),11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19054.0,Neuroradiology,Hirayama disease,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19059.0,Abdominal imaging,Autosplenectomy (rock spleen) secondary to sickle cell disease,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19060.0,Uroradiology & genital male imaging,Langer’s axillary arch,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19061.0,Musculoskeletal system,Müller–Weiss syndrome,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19063.0,Paediatric radiology,Fibroadenoma,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18882.0,Neuroradiology,Pituitary macroadenoma,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18883.0,Neuroradiology,Non-ischemic cerebral enhancing (NICE) lesions,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18892.0,Musculoskeletal system,Primary hyperphosphatemic tumoral calcinosis,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18894.0,Uroradiology & genital male imaging,Paroxysmal nocturnal haemoglobinuria,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19064.0,Paediatric radiology,Paradoxical tuberculomas post-antituberculosis treatment,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19065.0,Paediatric radiology,Caroli syndrome (congenital hepatic fibrosis with Caroli disease),11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19066.0,Paediatric radiology,Pantothenate kinase-associated neurodegeneration,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19069.0,Abdominal imaging,Giant microcystic serous cystadenoma of the pancreas,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19071.0,Chest imaging,Disseminated AIDS-related Kaposi sarcoma,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19073.0,Paediatric radiology,Neonatal mastitis with abscess,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18875.0,Abdominal imaging,Immune-related pancreatitis,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18876.0,Chest imaging,Extra-pleural haematoma,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18877.0,Cardiovascular,Rasmussen aneurysm,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18879.0,Chest imaging,Intercostal nerve schwannoma (neurilemoma),11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18880.0,Uroradiology & genital male imaging,Splenogonadal fusion,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19075.0,Musculoskeletal system,Fungal osteomyelitis of the patella,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19076.0,Others,Cervical agenesis with endometrioma,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19083.0,Uroradiology & genital male imaging,Dancing megasperm,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19087.0,Paediatric radiology,Infantile cortical hyperostosis (Caffey disease),11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18862.0,Abdominal imaging,Pelvic paraganglioma,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18864.0,Neuroradiology,Subacute combined degeneration secondary to abuse of nitrous oxide,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18865.0,Musculoskeletal system,Diffuse neurofibromatosis tissue in neurofibromatosis type 1,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18866.0,Breast imaging,Mondor’s disease,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18867.0,Head & neck imaging,Brown tumour,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18870.0,Musculoskeletal system,Calcinosis (in the setting of limited cutaneous systemic sclerosis),11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
18872.0,Chest imaging,Boerhaave syndrome,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
19102.0,Paediatric radiology,Retropancreatic mature teratoma,11,11,1.0,1.0,1.0,1.0,1.0,1,1,1,1,1,1,1,1,1,1,1
